id,pscore
c10030003,0.00012493529619231003
c100335,0.0012215529782138915
c10033809,0.00011820273415017136
c100364,0.0010298750162760243
c10040818,0.001187024167207724
c10044358,0.003937709359624104
c10052685,0.0322652579666378
c10056818,0.00010663920843415808
c10062957,0.0003550666620528293
c10075962,0.0010279825270661054
c10079711,3.3843763883114845e-05
c10082261,0.0005995326093363026
c1013245,8.285916649967674e-05
c1013248,0.00023434837865173844
c10136772,0.0018326226812857265
c10137043,0.10341822709156824
c10146412,0.0017875374200682392
c10161280,0.03291270164453194
c10169141,0.0005251741701270152
c10175297,0.00016552986405766364
c1017653,0.8257732022377986
c1017676,0.0001938588552276589
c1017767,0.01482054413562974
c1017895,0.0001858384728743644
c10190361,0.00035055056265292006
c10191326,0.00011762525247201264
c1019324,0.0001547262430375123
c10208015,0.0004677941178812711
c10216981,0.0005794142235191696
c10220352,0.005441886786272648
c10224841,0.00020002447184240245
c10227261,0.003720955522636365
c10238323,0.0008616799626354324
c10239724,0.0031934755467870647
c10241191,0.016086682623922658
c10245288,0.00011163233322428514
c10287005,0.00195708046096318
c10300318,0.009287934157112156
c10302546,0.0008413994489372749
c10323971,0.005327481099378343
c10344563,0.00012306044551871502
c10348666,9.892293462915483e-05
c10363557,7.733035275570233e-05
c10387576,0.0005435542734225312
c10429724,0.00030984734683413203
c104357,0.0010693226510529307
c1044532,0.00011780577177320356
c10446155,0.00013327667117756984
c10452977,0.00011362818025066577
c10453373,0.004640132093846027
c10453560,0.047876686371086
c10453570,0.0007238173802456213
c10459568,0.00035559317027820985
c10479088,0.02802773297576103
c10481761,9.087561005656504e-05
c10482074,0.00014435836806991374
c10484984,0.0014761167043104695
c10489177,0.0009522425165098896
c10501383,0.0019159399741475595
c10502415,0.919807606126482
c10502905,0.00029673010372739753
c10508931,0.8527676642841622
c10511722,0.8239766687415488
c10518394,0.016092828371123108
c10540388,0.0013728445342409655
c10547038,0.003444451756049688
c1054757,0.051941151172011785
c1055436,0.000842370661594808
c1056282,0.0004524862142472903
c10568574,0.00018509976028243327
c10571482,0.8809537187750965
c10579342,0.0153726892236811
c10608229,0.00043379353435526064
c10630574,0.00011033755770345991
c10656621,0.0005083229664955831
c10692475,0.0009398086017032717
c10704329,0.0023850641616865085
c10705082,0.010465294094573729
c10717068,0.9324985975245582
c10728343,0.00044192302589551847
c10762772,0.0009028867671984698
c10782318,0.0004701472138534045
c10795754,8.042479338626629e-05
c10814951,0.036882951932693565
c10819702,0.00013802988355204925
c10819999,0.0007629117427641878
c10821171,0.001173771229211115
c10842535,0.0005649102789426702
c10856991,0.0012421304843692426
c10858491,9.886110709795282e-05
c10859707,0.0009240740305672492
c10861954,0.00019929504327863417
c10866518,5.448411982587483e-05
c10872414,0.005708125873215518
c10877482,0.00013549704103718528
c10882845,0.0007381113277796737
c10883920,0.00015552811739746888
c10884091,0.874483701832879
c10884997,0.0010162917685956586
c10885160,0.0005716689364273517
c10885174,0.00012615068149944428
c10885585,0.0004670126489432825
c10890680,0.0012969401528216506
c10891769,0.0006968013964632604
c10891932,0.00035689831669653474
c10892042,0.0010276090376025832
c10894824,0.8595468841613858
c10896052,0.0008420950741708907
c10899341,0.0006256394020388218
c10905687,0.00047186559319336836
c10951274,0.9058593266599184
c10953957,0.001544789782311452
c10970185,0.0004957248633536762
c10976563,0.9060580750387192
c10981532,0.0010321239090343595
c10997909,0.00030273174992526125
c1100083,0.004533077948705121
c11001191,0.007642038736600628
c11010881,0.0020530302385354613
c11020095,0.0010331653370062078
c11087260,0.0005423237541257335
c11097344,0.0007184683031545793
c11097455,0.000591956475360246
c11098526,0.000188195553624792
c1109980,0.0004988161879565776
c11100425,0.000263652801944893
c11105823,0.0008335496853979753
c11132888,0.9880307321135896
c11155337,0.001257749069371807
c11159328,0.00037214250172226313
c11159360,0.0003503364777407334
c11167185,0.8308438920353345
c11177196,0.0001734036615850763
c11177440,0.0015273446545344689
c11177453,0.00025528245395878843
c11193578,0.00013345214278307472
c11204284,0.0010910236397179763
c11240695,0.0007305168365292138
c11249291,0.008811202080366223
c11282827,6.322396579525039e-05
c1131986,0.0021439525613290078
c11323409,0.0005082262878547347
c11324436,0.0007100554044768943
c11326255,0.0001579857966423424
c1134400,0.0008048903239553282
c11355699,0.008847221908360911
c1135850,0.0004128229540223852
c11393401,0.022749003176639075
c11395859,0.00019992872535987605
c11400216,0.0006047895061161838
c11405923,0.0002111124622045304
c11413312,0.0008076002987318753
c1146918,0.01474987674907511
c1147009,0.00025886695895296425
c1149333,0.0003447878798019687
c1150269,0.0009493493567257563
c1150999,0.001677019810107661
c1153758,0.002295978970926163
c1173558,0.0006805599117793438
c1173581,0.005463583819290799
c118502,0.0002391877789157981
c118522,0.00042330856111369615
c118608,0.00831051800755429
c1186755,0.0005745882019115229
c1186767,0.0021607053134191038
c1186909,0.002442024772470944
c1192006,0.0004284709762145819
c1223024,0.0002196094688923216
c1236819,0.0011950696338116444
c1238038,0.0010617775145225776
c1251939,0.0019990508762331707
c1254213,0.0013386312200396404
c1282700,0.11485815763087402
c1310409,0.0004004606950199611
c1310413,0.004226788459110362
c1313341,0.021260090009662683
c1317783,0.0003811669526743272
c1318450,0.0074139582676404645
c1319326,0.000958391954279634
c1319495,0.00014379200088992302
c1336816,0.016126613029561376
c1356010,0.00015365793186478908
c1397468,0.0009027887766291945
c1418757,0.00019337393674425751
c1419846,0.0024995559638288536
c1447562,0.0005373350086470166
c1447677,0.033797275642096905
c1448674,0.038988109518647
c1449929,0.00010510099186926075
c1470404,0.0038017169922284046
c1478627,0.001296567781907342
c1479172,0.0061500888345921104
c1480560,0.001020061070679818
c1482542,7.836142328670185e-05
c1486458,0.0003480576056791903
c1488237,0.0003695610053613003
c1489773,0.000791214261612811
c1498989,0.0012739915313000894
c1504452,0.014919812456981502
c1507697,0.0005415970916322224
c1511959,0.00034974936861224235
c1513617,0.002826632999012917
c1519117,0.0021555756399043984
c1523659,0.00023373159695852798
c1525953,0.0075306117950112985
c1525972,0.006731125058311676
c1525995,0.013943483192442454
c1526738,0.009342315415074078
c1528886,0.0005876535195291522
c1533581,0.0018178441734359085
c1533834,0.0019440049721776746
c1538740,0.00024793380026733627
c1545882,0.002130157583837445
c1552410,0.0002831520262494071
c1552533,0.0006757261588242532
c1556620,0.0046747328709767924
c1556852,0.0017465287178797964
c1564264,0.8466856632433637
c1564266,0.0029694483926129087
c1583798,0.002196823791986349
c1593804,0.002746747079498985
c1593853,0.0047932792680065745
c1593866,0.013200273588346537
c1593873,0.0032968872390673424
c1593882,0.010708715592794354
c1594028,0.001489899290144627
c1595177,0.005268325236411724
c391412,0.8905391539893326
c4071218,0.003247172977479017
c4071223,0.001968967166054091
c4071232,0.0012249739661410034
c4071235,0.00015941427387511942
c4071242,0.0003962499681838278
c4071244,0.00033863603231387864
c4071259,0.0001851559630373775
c4071266,0.0012451002700301652
c4071268,0.0011954916609138823
c4071286,0.009833655635457643
c4071304,0.00016132507134002572
c4071320,0.0003873177545195369
c4071325,0.9885064014595466
c4071334,0.0021232889708792642
c4071336,0.005188547404661177
c4071337,0.00022914485254220694
c4071339,0.0002359427626420849
c4071341,0.0005136580668978809
c4071352,0.0007156827051652584
c4071361,0.0008849028389146239
c4071363,7.695004581709403e-05
c4071366,5.11864679892271e-05
c4071369,0.0008443240439615339
c4071372,0.00011918404614361604
c4071377,0.00022659364758978765
c4071381,0.0013027651992031234
c4071389,2.0409419614852255e-05
c4071410,0.10381792169223944
c4071411,0.0003253345902416793
