id,pscore
c10030003,0.0592048544341592
c100335,0.0385552245522303
c10033809,0.0321466745102843
c100364,0.0192412978590808
c10040818,0.0399901460498755
c10044358,0.0287185952968581
c10052685,0.270937173601017
c10056818,0
c10062957,0.0342706245952988
c10075962,0
c10079711,0
c10082261,0
c1013245,0.0331289324630133
c1013248,0.0250570107977657
c10136772,0.090046667128294
c10137043,0.130974440362626
c10146412,0.0843526442399281
c10161280,0.291863731782317
c10169141,0
c10175297,0
c1017653,0.0816257148843833
c1017676,0
c1017767,0.0442783114194143
c1017895,0.0103819804930494
c10190361,0.0631463963692038
c10191326,0.0363748105873121
c1019324,0.0739238817465859
c10208015,0.00251910653079412
c10216981,0.0490780791091638
c10220352,0.0363074493388513
c10224841,0
c10227261,0.273123765505045
c10238323,0
c10239724,0
c10241191,0
c10245288,0.0142789471522056
c10287005,0
c10300318,0.0655058436944687
c10302546,0.161458877445323
c10323971,0
c10344563,0.0350633716851516
c10348666,0
c10363557,0
c10387576,0.140926489552339
c10429724,0
c104357,0.0200997763721069
c1044532,0.00379969715807116
c10446155,0.0308818864694143
c10452977,0.00293130488780435
c10453373,0.0462390528538916
c10453560,0.0417929427265704
c10453570,0.0788687669288535
c10459568,0.036446582694186
c10479088,0.186470309160837
c10481761,0
c10482074,0
c10484984,0.012585061313517
c10489177,0
c10501383,0.0344145802884313
c10502415,0
c10502905,0
c10508931,0.0251164380829869
c10511722,0.0331685466210701
c10518394,0.0359134719441083
c10540388,0
c10547038,0.00532152875893477
c1054757,0.0744708685536564
c1055436,0.0102227694559964
c1056282,0.0771583197493442
c10568574,0.0339667584317664
c10571482,0.284961535360741
c10579342,0.0245824521148572
c10608229,0.0501507728170281
c10630574,0
c10656621,0.0112953010077839
c10692475,0
c10704329,0.172462202503576
c10705082,0
c10717068,0.145454250519126
c10728343,0.119683225764433
c10762772,0
c10782318,0.0415315359777617
c10795754,0
c10814951,0.0856559534271277
c10819702,0.0306515146472743
c10819999,0
c10821171,0.0302755224711981
c10842535,0.0178259111754635
c10856991,0
c10858491,0.000481380558612798
c10859707,0
c10861954,0.037003119533372
c10866518,0
c10872414,0.0251387504494987
c10877482,0.0203783820342407
c10882845,0.0232431162801292
c10883920,0.0169483484685358
c10884091,0.0228908669287566
c10884997,0
c10885160,0
c10885174,0
c10885585,0.00598087462868779
c10890680,0.0338482417842358
c10891769,0.0405294505736773
c10891932,0.046462122498911
c10892042,0.03497048228316
c10894824,0
c10896052,0
c10899341,0
c10905687,0.0143992678645488
c10951274,0
c10953957,0
c10970185,0
c10976563,0.00987707848328623
c10981532,0
c10997909,0.0171191281858984
c1100083,0.0287460290788135
c11001191,0
c11010881,0.0554022705814343
c11020095,0.051616116518638
c11087260,0.0196285863013357
c11097344,0.0454886770835361
c11097455,0
c11098526,0.0679675447660737
c1109980,0.0220385328080432
c11100425,0
c11105823,0.04450793930087
c11132888,0.230492130089787
c11155337,0.0354496445925077
c11159328,0
c11159360,0.0239328172105699
c11167185,0
c11177196,0
c11177440,0.0503820514534148
c11177453,0
c11193578,0
c11204284,0.0299361025280696
c11240695,0.0101602478845486
c11249291,0.064590050153559
c11282827,0
c1131986,0.0637991896377288
c11323409,0.0316558686666015
c11324436,0.00190155692546634
c11326255,0
c1134400,0.0452142927057526
c11355699,0.0113264210348791
c1135850,0.0425290258518734
