id,area,rent_sqft,units,yr_built,lat,lon,low_income,value_imprv_sqft
c6024322,7692,1.53,6,1951,37.8015445592779,-122.240519022303,No,42
c6024327,18311,2.96,22,1955,37.8390617416043,-122.249902511964,No,50
c6024331,13316,3.42,18,1938,37.8380282201596,-122.250548138156,No,40
c6024332,15397,3.49,25,1954,37.8389186345525,-122.24921968726,No,45
c6025849,13108,1.42,13,1962,37.7975997080303,-122.248984708246,No,76
c6025850,6984,1.49,7,1929,37.797958719325,-122.250340384202,No,29
c6025851,9098,1.99,9,1943,37.799307525795,-122.249268146711,No,59
c6025859,9352,1.33,9,1922,37.7972166152579,-122.252645888609,No,50
c6025862,6339,1.61,9,1932,37.7971591621841,-122.249459907552,No,122
c6025863,18963,1.94,23,1951,37.7976520912154,-122.250430513663,No,36
c6025864,7968,1.33,8,1918,37.7969190737205,-122.253014629785,No,43
c6025870,4687,1.72,7,1921,37.7972623278235,-122.25317988214,No,61
c6025875,26070,2.57,36,1947,37.8353251525395,-122.26054354314,No,18
c6025878,8417,2.05,9,1942,37.8347007418239,-122.261207043253,No,28
c6025883,5045,2.02,6,1931,37.8370841745816,-122.251569421167,No,86
c6031916,7113,1.45,6,1923,37.8015192043339,-122.247849588575,No,42
c6031925,9227,1.95,9,1954,37.8021222859142,-122.243685766231,No,113
c6031926,23047,3.3,18,1954,37.8030195354714,-122.251635124706,No,46
c6031927,9427,2.07,10,1945,37.8031016780644,-122.250949620854,No,41
c6031929,18371,1.9,17,1955,37.8022181452919,-122.250158951607,No,66
c6031934,5627,1.83,5,1927,37.8029408347351,-122.252164164101,No,21
c6031935,6596,1.49,6,1938,37.8043942952778,-122.249101881001,No,92
c6031936,6186,1.74,6,1948,37.8018552669807,-122.251258029596,No,131
c6031937,8716,1.61,8,1950,37.8018362343072,-122.24833041379,No,39
c6031941,5650,1.48,5,1924,37.802256633458,-122.246092658382,No,86
c6031943,27449,2.85,35,1969,37.8017682812436,-122.252519523983,No,100
c6031948,7376,1.63,6,1942,37.8028890840268,-122.252354054171,No,29
c6031963,22125,2.99,26,1952,37.8325888442796,-122.25017020028,No,74
c6031964,7033,2.36,7,1947,37.8316400602615,-122.249427733121,No,43
c6035768,7251,1.6,8,1957,37.8015005168559,-122.244590108095,No,55
c6039435,53498,2.04,53,1951,37.7961292248916,-122.25200395921,No,20
c6039438,13272,1.91,19,1942,37.7966293154365,-122.250148642604,No,49
c6039440,6655,1.47,8,1934,37.7944853595024,-122.249632819922,No,45
c6039443,34160,3.16,62,1923,37.7984834208556,-122.253188124527,No,70
c6039448,5035,1.39,6,1937,37.7980452259653,-122.25394241025,No,52
c6039459,25917,2.3,29,1936,37.7974162776002,-122.254715778531,No,23
c6042984,7657,1.82,8,1955,37.8040520365238,-122.249598987772,No,55
c6042985,7309,1.7,7,1960,37.8040129444524,-122.249750367783,No,118
c6042996,14188,1.92,10,1946,37.8032230971297,-122.253147843945,No,62
c6042997,24284,2.9,27,1955,37.8021146689334,-122.252218022811,No,93
c6042998,9469,1.82,8,1951,37.8019402505667,-122.251442441884,No,49
c6042999,7427,1.57,5,1946,37.8048347210554,-122.250344858913,No,92
c6043000,6997,2.02,7,1933,37.8029322283917,-122.252648663356,No,23
c6043001,7167,2.01,9,1946,37.8033032473386,-122.252510356336,No,37
c6043002,5923,1.92,6,1930,37.8024201338046,-122.252290434101,No,76
c6043004,10433,2.5,7,1954,37.8032596009178,-122.252215017299,No,79
c6043006,8540,2.51,7,1927,37.8034918241509,-122.25055956347,No,16
c6043007,7537,1.5,8,1950,37.8048199285631,-122.248688865619,No,48
c6043012,10610,3.02,18,1943,37.804325627283,-122.247131346163,No,149
c6043019,4986,1.86,6,1921,37.8295522817629,-122.265141091843,No,41
c6043022,11300,1.8,9,1936,37.8301079485,-122.2606200135,No,42
c6043030,4724,1.71,6,1939,37.8296172267659,-122.265542761494,No,36
c6043031,6573,1.9,11,1943,37.8299042962484,-122.265394060356,No,113
c6043035,5776,2.07,8,1934,37.8301021904599,-122.263180024915,No,60
c6043036,26716,1.68,17,1934,37.8304218851054,-122.26538997658,No,44
c6044791,16773,1.5,9,1954,37.8066319150239,-122.249033669827,No,76
c6044796,12688,1.48,9,1955,37.8060985767896,-122.248574258566,No,75
c6044801,10506,2.73,15,1932,37.8085000718358,-122.246464866586,No,50
c6044802,9283,1.62,11,1959,37.806447050546,-122.248434888404,No,42
c6044808,10997,1.48,10,1959,37.8058402998602,-122.248759393054,No,53
c6044809,7473,2.04,10,1945,37.8080044818163,-122.246109676269,No,127
c6044813,3686,1.48,5,1952,37.8056736189283,-122.248857940789,No,86
c6044817,6661,1.5,6,1949,37.806611374314,-122.248346992265,No,57
c6044820,9350,1.79,8,1950,37.8086558216125,-122.245218053801,No,46
c6044821,11098,1.33,6,1944,37.8087230191644,-122.24539154812,No,41
c6044823,5846,1.83,8,1938,37.8083281379359,-122.245875039596,No,64
c6044824,7428,1.84,9,1939,37.8084260962923,-122.246631729172,No,61
c6044826,9282,1.85,12,1939,37.8083656215823,-122.246844882296,No,102
c6044829,12456,1.6,10,1958,37.8054998294275,-122.24896950408,No,53
c6044832,10426,2.11,11,1941,37.8080858479259,-122.24573843734,No,67
c6044870,7887,2.23,9,1939,37.8297141164172,-122.258095653942,No,24
c6044871,4289,2.06,5,1952,37.8290846001169,-122.257742082003,No,38
c6044875,16795,1.45,13,1950,37.8276449653888,-122.261450840549,No,35
c6050255,10037,1.81,14,1952,37.8062482169979,-122.239537496891,No,60
c6050257,12109,2.15,13,1948,37.8054217037729,-122.250081351727,No,144
c6050260,28518,2.12,23,1973,37.8066816066681,-122.241343220135,No,134
c6050261,5581,1.42,5,1929,37.8070201612599,-122.242099853098,No,23
c6050265,6543,1.3,6,1937,37.8078674963765,-122.242783937671,No,50
c6050270,7088,1.41,8,1941,37.8069864687402,-122.241932072402,No,38
c6050271,26600,2.2,22,1962,37.8071927024497,-122.241176073997,No,26
c6050276,6562,1.67,6,1943,37.8067117286578,-122.247207917751,No,42
c6050278,31800,2.58,24,1958,37.8067095293989,-122.249481253318,No,86
c6050279,35059,2.76,40,1975,37.8089354069259,-122.246193018996,No,118
c6050282,9407,1.82,8,1948,37.8052692218453,-122.250155588273,No,58
c6050283,27624,2.03,27,1971,37.8082052345044,-122.248050200697,No,126
c6050284,4764,1.76,5,1933,37.807121241223,-122.242603197588,Yes,141
c6050303,8312,2.69,17,1939,37.8277833948311,-122.262652748739,No,162
c6055652,10413,2.13,7,1933,37.8130789599065,-122.245511075237,No,36
c6055660,42024,2.71,39,1967,37.8125528726553,-122.244225112539,No,79
c6055663,8799,1.29,6,1932,37.8120361311021,-122.242581658857,No,74
c6055669,6935,1.77,7,1933,37.8134884071421,-122.24468365128,No,36
c6055670,6887,1.7,5,1934,37.8131511092066,-122.243009373694,No,53
c6055672,6856,1.68,8,1935,37.812586182,-122.243377707,No,63
c6055675,5388,1.61,6,1938,37.8134615888917,-122.24266810195,No,57
c6055683,7008,1.87,6,1933,37.8143998663851,-122.244026158441,No,26
c6055685,9452,2.26,10,1925,37.8141928769617,-122.244253673647,No,29
c6055687,7225,2.14,8,1934,37.8136203394617,-122.243688604647,No,84
c6055692,6784,2.09,8,1938,37.8168048641018,-122.241196112485,No,60
c6055693,7241,2.13,7,1925,37.81175730868,-122.244601628607,No,19
c6060105,11232,1.47,7,1935,37.8122614747104,-122.242907739164,No,56
c6060106,85579,3.15,83,1993,37.8131679733709,-122.243956173141,No,121
c6062481,6207,1.71,6,1934,37.8162847755472,-122.244549183566,No,48
c6062486,4342,2.14,6,1931,37.8162467072837,-122.24414090756,No,68
c6062487,7361,1.6,5,1947,37.814028076267,-122.245061473517,No,84
c6062488,21517,2.51,16,1962,37.8119326260505,-122.24692904971,No,139
c6062493,5201,1.6,5,1924,37.8140736461777,-122.245497462093,No,84
c6062494,8123,1.9,6,1932,37.8118652646526,-122.245485499373,No,16
c6062497,7386,2,7,1933,37.8143472167548,-122.244931519057,No,23
c6062499,19111,2.92,19,1938,37.811434493537,-122.24571277467,No,93
c6066377,7827,1.61,7,1974,37.7586774955956,-122.243771308295,No,101
c6067147,43353,3.11,43,1965,37.81322401641,-122.251544549646,No,69
c6067149,37035,2.89,27,1960,37.812420948,-122.2524928785,No,79
c6067150,14291,2.04,12,1956,37.8131147868201,-122.25209366652,No,54
c6067153,47671,3.99,23,1977,37.814764589957,-122.255891388987,No,95
c6067154,15915,1.82,16,1955,37.8167248042489,-122.254088765422,No,61
c6067155,6049,2.02,7,1945,37.8151569495307,-122.253070796629,No,55
c6067156,7715,1.96,7,1944,37.8154573016873,-122.254547938217,No,65
c6067158,8517,2.04,8,1948,37.8148717706533,-122.254493162443,No,35
c6067159,18604,2.53,21,1953,37.8136654371422,-122.252337350974,No,63
c6067161,25016,2.62,31,1970,37.8140970948816,-122.255873716728,No,103
c6067162,32597,2.37,35,1969,37.8120134800322,-122.251606314805,No,84
c6067167,45070,3.54,49,1986,37.8157703208987,-122.254677181329,No,59
c6067168,5617,1.74,6,1946,37.8137687762235,-122.256450394011,No,84
c6067170,9256,1.59,9,1951,37.8159245071343,-122.255506767508,No,117
c6067173,20036,2.31,21,1959,37.8165499226959,-122.254407340435,No,116
c6067177,27172,2.48,29,1968,37.8124021764656,-122.2517783209,No,80
c6067178,39959,2.68,38,1965,37.8163677794868,-122.254725863102,No,101
c6067179,9377,1.74,8,1952,37.8158291043606,-122.255681565309,No,117
c6067180,6737,2.09,8,1931,37.8130226755482,-122.251477726836,No,44
c6067181,69808,3.64,32,1976,37.8142774756602,-122.256635774884,No,101
c6067186,9245,1.91,12,1951,37.814854039319,-122.252239639705,No,59
c6067188,20085,2.87,22,1960,37.8149755447694,-122.255395691342,No,116
c6071036,14535,2.04,15,1957,37.8156815796856,-122.255953241827,No,73
c6071038,15739,1.97,16,1965,37.8131049484432,-122.256881692876,No,76
c6071040,4571,1.99,7,1928,37.8159687148487,-122.257135330434,No,139
c6071042,38251,2.89,48,1968,37.814624074131,-122.254185944109,No,98
c6071044,19553,2.96,25,1968,37.8130124605655,-122.257241725121,No,107
c6071048,26742,2.93,27,1964,37.8141964963527,-122.254956584486,No,86
c6071050,32375,2.05,24,1958,37.8147539858414,-122.256501104347,No,146
c6071051,19212,2.54,20,1955,37.8157984042561,-122.257353369525,No,60
c6071057,27706,2.97,28,1960,37.8172160128408,-122.25397784742,No,81
c6071059,23091,2.46,29,1972,37.8143931364078,-122.254594982796,No,74
c6074754,12063,2.3,14,1967,37.8132466971867,-122.254734649438,No,109
c6074755,33784,2.5,36,1969,37.8196517450121,-122.257178158407,No,71
c6074757,24405,2.53,21,1957,37.8116778449979,-122.253759272749,No,93
c6074759,6991,1.96,11,1953,37.8131672027717,-122.254875784182,No,193
c6074762,30296,3.1,33,1952,37.8109554091016,-122.252297069723,No,89
c6074764,34513,2.96,25,1979,37.8127851303084,-122.253639161899,No,31
c6074765,33673,2.35,35,1979,37.8123432520367,-122.255109747509,No,106
c6074766,38313,2.76,28,1954,37.8120172640549,-122.254991113081,No,73
c6074771,15602,1.98,13,1958,37.8129252477079,-122.254168178499,No,47
c6074773,5982,1.84,6,1936,37.8157062017529,-122.25799061,No,46
c6074776,12056,1.36,10,1944,37.8184844782985,-122.256621857052,No,60
c6074778,27488,1.87,30,1963,37.8192179968087,-122.256963801828,Yes,84
c6074786,9360,1.27,5,1923,37.8116593795024,-122.252614582979,No,76
c6074787,6562,1.88,5,1926,37.8198863540386,-122.257784988582,No,31
c6074847,32389,3.49,29,1952,37.8393123385401,-122.248973629684,No,21
c6074850,10003,2.97,13,1930,37.8412216103252,-122.246744183143,No,15
c6074852,19323,3.22,21,1934,37.8258768882617,-122.260054152147,No,39
c6074855,7840,2.05,9,1950,37.8401650554678,-122.249213229323,No,116
c6079013,5921,1.81,6,1928,37.8123160042117,-122.254471504235,No,51
c6079015,24189,2.62,25,1952,37.8126578833429,-122.253864804177,No,102
c6079016,6177,1.75,7,1925,37.8276059004399,-122.253567463153,No,69
c6079019,21310,3.01,26,1951,37.8299350051429,-122.251919641825,No,126
c6079022,8316,2.65,12,1943,37.8315598743345,-122.253082761054,No,66
c6079024,7991,1.98,9,1957,37.829807219573,-122.24904984537,No,74
c6079027,7469,1.95,8,1932,37.8291137442948,-122.250991037483,No,140
c6079028,9830,2.15,11,1943,37.826775923279,-122.254061200888,No,124
c6079031,6561,2.07,9,1938,37.8273070831896,-122.25234600738,No,55
c6082543,41578,3.23,41,1956,37.8207758914986,-122.248692723737,No,68
c6082544,15585,2.48,15,1964,37.820820308222,-122.253175318391,No,37
c6082545,27819,2.47,25,1961,37.821129737559,-122.247946644853,No,93
c6082548,25353,3.02,25,1966,37.8210827295619,-122.250125970883,No,51
c6082549,12853,2.4,12,1943,37.8211578416411,-122.25107719233,No,25
c6082550,29452,2.88,28,1976,37.8212558760936,-122.250835019867,No,48
c6082553,33256,3.08,35,1956,37.8223997846707,-122.250125243052,No,100
c6082554,28922,2.54,26,1966,37.8206076579322,-122.252550335504,No,48
c6082556,19864,2.63,19,1958,37.8224892831302,-122.250724732725,No,102
c6082557,16299,2.09,19,1968,37.8206285013436,-122.249867302884,No,36
c6082558,34622,3.02,43,1965,37.8216990041877,-122.25107016691,No,125
c6082564,21744,3.23,20,1972,37.8217544157901,-122.248979634045,No,19
c6082571,40965,2.89,42,1975,37.8205419531177,-122.251904265336,No,83
c6082572,15565,2.34,17,1958,37.8212238260636,-122.25263575519,No,116
c6082573,10821,1.99,12,1945,37.8212586424873,-122.253590699776,No,40
c6082576,25328,2.51,20,1979,37.8204538395826,-122.252756875825,No,17
c6086314,39457,3.11,37,1954,37.8201907736316,-122.249213075237,No,53
c6086315,11532,2.37,11,1948,37.8193995306698,-122.251466679203,No,41
c6086317,24382,2.96,22,1967,37.8207717800756,-122.248219795581,No,95
c6086319,39377,3.5,25,1965,37.8191693733626,-122.248216810902,No,93
c6086320,115826,3.31,89,1985,37.8176763487607,-122.250370904684,No,105
c6086322,28562,2.81,27,1954,37.8196572147052,-122.251062376801,No,48
c6086323,23728,2.32,28,1953,37.8186953418618,-122.250729052736,No,53
c6086326,27076,3.14,25,1960,37.820449246855,-122.248926209231,No,57
c6086327,5397,2.09,9,1950,37.8168782022463,-122.251193855694,No,185
c6086329,9116,2.56,7,1955,37.8179620987438,-122.247187034731,No,93
c6086330,26965,3.18,18,1961,37.820722346338,-122.249461985997,No,61
c6086331,48299,2.74,50,1968,37.8197651342377,-122.249702178642,No,89
c6086332,11483,2.04,15,1955,37.8192108069023,-122.252218256115,No,127
c6086333,67670,3.35,38,1972,37.8197754223246,-122.247942296214,No,67
c6086335,5970,1.71,6,1945,37.8187186378853,-122.251691897337,No,56
c6086337,52726,2.79,50,1981,37.8189388048322,-122.250973951983,No,58
c6086338,3584,2.37,5,1934,37.8188024106147,-122.251781491163,No,97
c6086339,21999,2.5,18,1959,37.817995097412,-122.247778591424,No,69
c6086340,19554,2.22,12,1956,37.8195895389367,-122.248355845125,No,42
c6086341,21433,2.8,26,1955,37.8190465543203,-122.250353915856,No,45
c6086342,35485,2.82,28,1962,37.8189032255802,-122.248516797135,No,77
c6086343,12621,2.01,10,1954,37.8192824461249,-122.248701983411,No,48
c6086347,14253,2.21,12,1952,37.8190013729704,-122.25199427294,No,49
c6086351,36104,3.5,42,1958,37.8260105103337,-122.248568373512,No,40
c6086355,17648,2.98,22,1949,37.8276006722425,-122.25586243668,No,111
c6086360,22358,3.12,28,1957,37.8262664591084,-122.249008699607,No,53
c6086364,22177,2.82,27,1944,37.8238575835109,-122.25029718206,No,54
c6086365,33692,3.33,29,1955,37.8248912903745,-122.249190766286,No,71
c6087516,42281,3.47,46,1970,37.8002703507527,-122.251353968758,No,132
c6089698,5058,1.81,6,1931,37.8151065911243,-122.250653990672,No,65
c6089705,52643,3.08,88,1982,37.8140770847554,-122.250240202464,No,69
c6089707,5267,1.46,8,1939,37.7855008322174,-122.221737978021,No,145
c6089709,7173,1.25,7,1947,37.8182653338204,-122.25509205816,No,66
c6089712,25299,2.53,32,1954,37.8142637882285,-122.249807894609,No,58
c6089713,6702,2.28,10,1944,37.8156148369038,-122.250192129416,No,55
c6089716,83929,2.3,103,1980,37.7854113150405,-122.222511166922,Yes,107
c6089718,10068,2.26,12,1952,37.8166747460729,-122.248044297737,No,60
c6089747,7965,1.77,8,1950,37.8227576443127,-122.255198597967,No,36
c6089748,6999,1.9,5,1945,37.8231934142604,-122.255751931013,No,29
c6092488,15365,1.78,20,1962,37.7544881511307,-122.192342267222,No,107
c6092504,5393,1.64,6,1956,37.7577852233688,-122.187193461579,No,60
c6092515,4347,1.51,7,1950,37.7579577202632,-122.187131380637,No,92
c6092529,8525,1.67,6,1938,37.8225758276453,-122.252237619154,No,46
c6093869,2316,2.22,5,1935,37.7547025169454,-122.189221685583,No,127
c6093875,7395,1.39,5,1953,37.7563020176494,-122.182935650395,No,61
c6093894,8604,1.83,10,1946,37.8215961572829,-122.254204012198,No,131
c6095947,8176,1.62,8,1942,37.6761982072133,-122.101335961625,No,31
c6098226,9086,1.29,9,1955,37.7546609782479,-122.181568582727,No,49
c6098287,10470,1.46,8,1957,37.8311647693367,-122.270136940794,No,31
c6101732,9453,1.74,16,1949,37.8298016015,-122.270355953,No,138
c6104906,3591,1.2,6,1945,37.7475858457991,-122.1750246694,No,45
c6104909,5829,1.28,5,1952,37.7462751741626,-122.169804624398,No,22
c6104912,6751,1.44,6,1976,37.7451366539505,-122.174368111326,No,10
c6104913,5319,1.3,5,1960,37.7478557965969,-122.166422898645,No,79
c6104916,6191,1.32,7,1957,37.7490092562195,-122.166215197331,No,84
c6104923,4913,1.46,6,1937,37.7443469113291,-122.172021934474,No,43
c6104925,4640,1.28,5,1945,37.7444163655581,-122.171872959098,No,36
c6107987,6225,1.3,6,1973,37.7511532724577,-122.1650119458,No,43
c6107992,7458,1.3,6,1970,37.747146962994,-122.166299669704,No,63
c6107996,9382,1.24,5,1967,37.7524786196322,-122.167335259828,Yes,68
c6107999,4892,1.46,6,1953,37.7508433290267,-122.16848331196,No,88
c6108002,8330,1.31,7,1968,37.7519595907678,-122.165341585291,No,47
c6108006,4617,1.4,5,1956,37.7521818540068,-122.167976546176,No,32
c6109437,8395,1.25,8,1962,37.7505174397781,-122.16297615213,No,35
c6109441,8874,1.17,10,1978,37.7499845124036,-122.161441904799,No,49
c6109444,11407,1.42,10,1967,37.750101361831,-122.164176897219,No,25
c6109454,6389,1.34,6,1962,37.751600655322,-122.162697803514,No,60
c6109458,6151,1.37,5,1971,37.7483468248368,-122.163698275647,No,61
c6109459,7401,1.37,8,1968,37.7491542307531,-122.160632542871,No,40
c6109461,7960,1.32,7,1963,37.7495373412762,-122.160718565865,No,42
c6109463,9221,1.38,8,1968,37.7469487574245,-122.160143719227,No,59
c6109464,7628,1.36,7,1955,37.7516336674622,-122.163880258608,No,48
c6109465,7999,1.38,6,1960,37.7522096816795,-122.164197748423,No,27
c6109467,5986,1.28,6,1963,37.7511693758672,-122.163458941997,No,34
c6109472,7949,1.33,6,1977,37.7525676515438,-122.161668934824,No,27
c6109473,10216,1.31,9,1950,37.752459744179,-122.164382547482,No,35
c6109475,4472,1.24,5,1959,37.7486845550311,-122.164649633462,No,86
c6109476,6919,1.28,7,1962,37.7514331500565,-122.164578799774,No,49
c6114347,4972,1.35,6,1953,37.7567552861776,-122.164203649817,No,123
c6114349,7650,1.26,6,1964,37.7540213478322,-122.163143499168,No,32
c6114354,6394,1.25,5,1961,37.7541204482849,-122.162477609681,No,37
c6114364,9183,1.29,7,1963,37.7528635857578,-122.162890307811,No,29
c6114368,7676,1.34,7,1960,37.7523146709136,-122.1630254376,No,37
c6115522,4989,1.91,6,1928,37.761129435552,-122.249383697782,No,121
c6117554,5192,1.44,7,1946,37.7606731227396,-122.167486990136,No,61
c6117556,5705,1.35,7,1955,37.753681504485,-122.160318509861,No,28
c6117559,5620,1.28,5,1962,37.7575693040714,-122.168298572466,No,41
c6117560,5775,1.2,7,1962,37.7603640991801,-122.166783446135,No,91
c6117575,5984,1.27,5,1957,37.7544062193144,-122.160586033994,No,31
c6120435,4998,1.35,6,1961,37.7586233705622,-122.174010853486,No,80
c6120450,8294,1.17,6,1977,37.7552905075,-122.1731780645,No,29
c6120453,4244,1.23,5,1957,37.7544542324867,-122.174966336815,No,76
c6124929,4998,1.41,5,1969,37.7533523985039,-122.171014095911,No,10
c6124931,8483,1.32,6,1975,37.752470993957,-122.170922332605,No,21
c6129376,5978,1.33,6,1964,37.7649567104833,-122.174720721804,No,53
c6129382,7395,1.23,7,1962,37.763961902204,-122.174895259836,Yes,40
c6129389,22783,1.67,24,1965,37.7633926512699,-122.164939580907,No,35
c6129394,6805,1.56,10,1962,37.7641666257891,-122.175124539001,No,88
c6132305,13230,1.38,9,1969,37.7653450432261,-122.164738269427,No,57
c6132307,8188,1.22,6,1968,37.7660549068625,-122.165228143464,No,64
c6132308,6911,1.32,5,1961,37.7665024509881,-122.167314302048,No,43
c6132324,7966,1.24,5,1968,37.762406534073,-122.183669815177,Yes,46
c6135080,9940,1.45,6,1965,37.7710320822373,-122.150512238988,No,31
c6135081,5885,1.66,5,1967,37.7722383248763,-122.15217232581,No,33
c6135089,8443,1.68,6,1965,37.7709017285578,-122.150457604815,No,34
c6135096,8967,1.74,7,1965,37.771487101544,-122.151531531751,No,32
c6135105,8912,1.83,7,1965,37.7708538198004,-122.151195807664,No,32
c6135106,29274,2.38,14,1969,37.7744667406948,-122.158613600385,No,19
c6135107,9466,1.6,6,1966,37.7717469474239,-122.151641543857,No,30
c6135113,8998,1.89,7,1965,37.7713562473288,-122.151479099895,No,32
c6135114,6022,1.45,5,1967,37.7719032077699,-122.151597141623,No,44
c6135117,9789,1.64,7,1964,37.7706359116598,-122.150341253427,No,34
c6135118,9179,1.49,5,1967,37.7716165454021,-122.151586851711,No,31
c6139875,40975,2.29,38,1966,37.7023931175565,-122.187852856973,No,61
c6139877,41804,2.36,38,1969,37.7023080451448,-122.188346389873,No,62
c6139880,10110,1.36,7,1967,37.7009190569235,-122.175042411586,No,54
c6139882,6023,1.75,5,1966,37.7719817651486,-122.152042026167,No,42
c6139883,33066,2.25,31,1963,37.7025682203562,-122.187468195026,No,46
c6139885,9515,1.64,5,1974,37.7020981652048,-122.185853748197,No,90
c6139886,7568,1.43,6,1968,37.7004150654795,-122.176271444533,No,105
c6139892,6845,1.48,6,1966,37.7018140769863,-122.188227615695,No,50
c6139903,28532,2.35,17,1969,37.6991360194467,-122.179407479867,No,55
c6139905,8216,1.5,5,1972,37.7009516315732,-122.187907232835,No,44
c6139909,7992,1.45,7,1964,37.7008355485694,-122.175299556362,No,65
c6139910,12217,1.54,8,1964,37.7019831089549,-122.186091326693,No,51
c6144083,61734,2.02,48,1978,37.6301493900582,-122.05270608148,No,65
c6144086,44032,2.79,48,1980,37.631633658713,-122.05254994716,No,75
c6144094,9821,1.72,9,1967,37.6315792591247,-122.054091343969,No,85
c6144095,29235,2.11,28,1969,37.6320073894595,-122.054632987779,No,61
c6144096,20184,2.46,20,1972,37.630884845967,-122.051780862742,No,104
c6144099,47515,2.58,37,1970,37.630764907752,-122.053289929845,No,60
c6144101,10473,1.69,13,1978,37.5965713873965,-122.021006448839,No,31
c6144102,29056,2.49,32,1970,37.6327996651674,-122.055309372773,No,93
c6144104,15572,1.43,11,1969,37.629155641947,-122.050977556801,No,88
c6146877,19425,2.55,27,1973,37.6324939058197,-122.053015038632,No,50
c6146879,18585,1.9,19,1974,37.6291315101578,-122.048786728401,No,75
c6146881,55550,2.15,65,1974,37.6542568199949,-122.074097863522,No,55
c6146883,129662,2.64,141,1960,37.6377357080227,-122.054041415828,No,36
c6146888,75111,1.81,77,1967,37.6636552067995,-122.08137973421,Yes,103
c6149885,6030,1.73,8,1960,37.6717907251862,-122.075084299296,No,97
c6149892,63374,2.71,58,1973,37.6752726495695,-122.068577538552,No,49
c6149893,31164,2.54,40,1968,37.6718516435043,-122.074113804796,No,84
c6149895,105172,2.65,126,1963,37.6682935101478,-122.073435149779,No,32
c6149897,9395,1.58,9,1962,37.6723266172842,-122.074227084031,No,61
c6149902,17938,2.25,21,1966,37.6720918656716,-122.074877693034,No,90
c6149907,7085,1.51,7,1967,37.672658038354,-122.075113374168,No,83
c6152961,45598,2.66,54,1973,37.6884518533595,-122.061698179281,No,54
c6152962,15042,1.75,12,1966,37.6815373140167,-122.06429253864,No,68
c6152964,96977,1.79,115,1967,37.6798806504128,-122.063743854352,Yes,128
c6152966,22124,2.21,30,1972,37.6829308623696,-122.063965185721,No,38
c6152969,59000,2.14,63,1960,37.6882088558547,-122.06327460346,No,57
c6152971,8229,1.5,10,1971,37.6841377810134,-122.062756332437,No,44
c6152972,37680,1.43,32,1981,37.6880409236124,-122.061875771454,Yes,116
c6152973,4183,1.7,6,1953,37.6803193256246,-122.07067160788,No,108
c6152974,115559,2.56,117,1964,37.686998895524,-122.063649928743,No,49
c6152981,11645,1.49,10,1973,37.6819563447827,-122.063813974185,No,44
c6152987,18601,2.12,19,1968,37.6877460847468,-122.061979409517,No,45
c6152988,61829,2.28,68,1977,37.6811087450222,-122.061902353797,No,114
c6154473,7665,1.65,8,1953,37.6867838176301,-122.069407660942,No,50
c6154475,41869,2.83,50,1961,37.6858502602215,-122.071521591707,No,71
c6154476,26032,2.54,19,1965,37.6886763339162,-122.066440738537,No,39
c6154478,9442,1.68,9,1969,37.6893984634185,-122.061307866548,No,45
c6154479,39870,2.25,37,1967,37.6842637312976,-122.071210362628,No,83
c6154483,13215,1.79,12,1959,37.686617906655,-122.069739701337,No,107
c6154485,81841,2.56,70,1968,37.6848050031791,-122.069389642163,No,51
c6154486,5032,1.62,5,1951,37.6770346531091,-122.076091502649,No,100
c6154487,13885,1.98,16,1981,37.6891045538195,-122.06545075129,No,93
c6154489,5419,1.49,6,1961,37.6768511763884,-122.076346766987,No,95
c6156238,12393,2.16,11,1968,37.7982135235453,-122.219826865449,No,141
c6158837,7078,1.78,7,1943,37.8289736773964,-122.269869384748,No,44
c6158845,5988,1.61,5,1953,37.8290954417799,-122.27068699339,No,43
c6158847,9015,1.59,8,1964,37.8262629209785,-122.271383301371,No,39
c6161627,4799,1.47,7,1951,37.6777725941525,-122.087738527006,No,154
c6161628,7418,1.6,9,1967,37.6773331832909,-122.086026815969,No,176
c6161630,129452,2.69,160,1983,37.6814142404155,-122.089263047805,No,216
c6161633,8898,1.3,5,1956,37.6793194142888,-122.086586911802,No,53
c6161634,4376,1.57,6,1960,37.6805219713071,-122.088554954613,No,143
c6161635,7018,1.69,8,1959,37.6777186073822,-122.0862961688,No,130
c6161651,8030,1.43,6,1939,37.8260825939007,-122.272726950576,No,44
c6161657,5626,1.58,6,1951,37.8272858676425,-122.273861153887,No,37
c6161659,5766,1.65,9,1940,37.8264545397241,-122.274317365964,No,75
c6161663,5221,1.38,6,1924,37.8267030690011,-122.274010568735,No,59
c6164234,3936,1.48,8,1946,37.8257647824007,-122.277150200155,No,79
c6167010,7659,1.74,6,1951,37.6849904351896,-122.089779894121,No,149
c6167019,10840,3.9,12,1959,37.8219895771744,-122.275214647933,No,120
c6167027,3605,1.56,6,1939,37.8239061847336,-122.274382569344,No,118
c616721,9394,3.36,13,1934,37.8658855983619,-122.297381652356,No,201
c6168347,5920,1.44,7,1944,37.6835559745158,-122.093261697657,No,41
c6168355,5081,1.61,5,1940,37.6827225908715,-122.092115948967,No,39
c6172648,5977,2.03,6,1934,37.8768006086087,-122.259513836503,No,31
c6172680,4113,2.72,5,1962,37.8737476746953,-122.294047708493,No,65
c6172702,6624,1.91,8,1953,37.8710918550803,-122.293670869118,No,45
c6172706,19916,2.81,19,1956,37.8824381361992,-122.281105704222,No,26
